Ensembl,Symbol,Healthy_1,Healthy_2,Healthy_3,Healthy_4
ENSG00000225028,AC096541.1,0,0,0,0
ENSG00000226133,AL356289.1,0,0,0,0
ENSG00000203356,LINC01562,31,27,0,4
ENSG00000264613,RN7SL290P,0,0,0,0
ENSG00000241745,RN7SL788P,4,7,0,1
ENSG00000239640,RN7SL62P,0,0,0,0
ENSG00000230138,AC119428.2,3,1,1,0
ENSG00000199831,RN7SKP291,0,1,0,0
ENSG00000234810,AL603840.1,15,14,5,9
ENSG00000235612,AL353681.1,0,0,0,0
ENSG00000260971,AL359743.1,0,0,0,2
ENSG00000223956,LINC01767,29,18,28,4
ENSG00000234807,LINC01135,0,0,0,0
ENSG00000232453,AC105277.1,0,2,0,1
ENSG00000237352,LINC01358,0,0,0,0
ENSG00000270457,AC093424.1,0,0,0,0
ENSG00000226476,LINC01748,3,3,0,1
ENSG00000231252,AC099792.1,6,3,0,2
ENSG00000237853,NFIA-AS1,3,1,0,1
ENSG00000271200,AC099791.2,0,0,0,0
ENSG00000242860,RN7SL180P,21,16,3,0
ENSG00000234318,AC099794.1,5,6,1,0
ENSG00000203605,AC096543.1,19,13,0,2
ENSG00000224209,LINC00466,0,0,0,0
ENSG00000228734,AC096543.2,12,9,3,2
ENSG00000252784,Y_RNA,1,1,0,0
ENSG00000264271,RN7SL488P,6,6,0,0
ENSG00000276884,DLEU2_6,0,0,2,0
ENSG00000278287,DLEU2_5,0,0,1,0
ENSG00000275823,DLEU2_3,1,0,0,0
ENSG00000274199,DLEU2_1,0,0,0,0
ENSG00000244256,RN7SL130P,6,3,3,17
ENSG00000200508,Y_RNA,0,0,0,0
ENSG00000226891,LINC01359,31,25,4,6
ENSG00000272506,AL357078.3,0,2,0,0
ENSG00000235200,LINC01702,48,61,1,15
ENSG00000240692,RN7SL538P,0,1,0,0
ENSG00000244389,RN7SL242P,0,0,0,0
ENSG00000278636,Metazoa_SRP,2,2,0,0
ENSG00000271992,AL354872.2,30,23,22,8
ENSG00000226208,AL513285.1,1,1,0,0
ENSG00000229956,ZRANB2-AS2,1,0,0,0
ENSG00000225087,AL583808.1,1,0,0,0
ENSG00000233973,LINC01360,7,8,1,2
ENSG00000272864,AC135803.1,0,0,0,4
ENSG00000243437,RN7SL370P,1,0,0,0
ENSG00000237413,MGC27382,10,11,0,2
ENSG00000235011,AL353651.1,0,1,0,0
ENSG00000260322,AC098657.2,0,0,1,0
ENSG00000225598,AL606519.1,0,0,0,0
ENSG00000234184,LINC01781,0,0,0,0
ENSG00000223026,RN7SKP247,0,0,0,0
ENSG00000233290,AC093580.1,0,2,0,0
ENSG00000230817,LINC01362,8,4,0,1
ENSG00000236268,LINC01361,0,0,0,0
ENSG00000231364,LINC01712,3,0,0,0
ENSG00000233008,LINC01725,47,46,5,19
ENSG00000237076,AL035706.1,3,5,0,7
ENSG00000271576,AL359504.2,0,0,2,6
ENSG00000122432,SPATA1,27,43,33,34
ENSG00000180869,LINC01555,1,0,0,0
ENSG00000223254,Y_RNA,0,0,0,0
ENSG00000199459,Y_RNA,0,0,0,2
ENSG00000273264,AL360219.1,1,0,2,3
ENSG00000282057,AC092807.3,0,0,0,0
ENSG00000267272,LINC01140,0,1,41,26
ENSG00000272931,AC099568.2,0,0,2,0
ENSG00000272672,AL391497.1,1,0,0,0
ENSG00000252797,RN7SKP272,0,0,0,0
ENSG00000233593,AL590094.1,31,41,17,38
ENSG00000225446,LINC01763,0,0,0,0
ENSG00000272094,AC091614.1,1,1,0,0
ENSG00000239794,RN7SL653P,12,8,0,0
ENSG00000273487,AC104836.1,0,1,0,0
ENSG00000242764,RN7SL824P,0,0,0,0
ENSG00000223745,CCDC18-AS1,134,131,2,31
ENSG00000260464,AL049796.1,0,0,0,0
ENSG00000264963,RN7SL440P,13,18,1,3
ENSG00000236098,AC097059.2,0,0,0,0
ENSG00000226835,AC097059.1,0,0,0,0
ENSG00000223675,AC093117.1,0,0,0,0
ENSG00000206679,Y_RNA,18,8,0,1
ENSG00000237954,AL445218.1,1,0,0,0
ENSG00000233907,LINC01761,6,15,6,2
ENSG00000228971,AL356479.1,0,0,0,0
ENSG00000271252,AL683887.1,0,0,0,0
ENSG00000231987,LINC01787,1,0,0,0
ENSG00000225206,MIR137HG,0,0,0,1
ENSG00000226053,LINC01776,40,43,2,4
ENSG00000230402,LINC01349,0,0,0,0
ENSG00000231671,LINC01307,0,1,3,0
ENSG00000233359,AC114485.1,0,0,0,0
ENSG00000230768,LINC01676,0,1,0,0
ENSG00000237480,AL355306.2,0,0,0,0
ENSG00000238122,AL359258.1,3,2,1,0
ENSG00000224698,AL390038.1,1,3,0,0
ENSG00000270066,AL356488.2,24,19,7,13
ENSG00000261055,AL450468.2,0,0,0,0
ENSG00000224699,LAMTOR5-AS1,36,47,35,25
ENSG00000259834,AL365361.1,0,0,3,0
ENSG00000231346,LINC01160,22,16,5,2
ENSG00000231437,LINC01750,0,2,14,0
ENSG00000215866,LINC01356,14,8,0,2
ENSG00000224167,AL390729.1,0,0,0,0
ENSG00000238198,AL357055.3,63,54,10,16
ENSG00000201900,RNY1P13,0,0,1,0
ENSG00000233730,LINC01765,0,0,0,0
ENSG00000228127,LINC01649,0,0,0,0
ENSG00000203865,ATP1A1-AS1,29,24,107,37
ENSG00000233154,LINC01762,7,4,0,1
ENSG00000230381,AL136376.1,0,0,0,0
ENSG00000224950,AL390066.1,0,0,0,2
ENSG00000277141,Metazoa_SRP,1,0,0,0
ENSG00000271427,AL358072.1,0,0,0,0
ENSG00000227712,AL359915.1,21,18,0,18
ENSG00000232650,LINC01780,0,1,0,6
ENSG00000226067,LINC00623,22,23,16,28
ENSG00000227193,AC244453.1,0,0,0,0
ENSG00000227082,AC244021.1,2,0,0,2
ENSG00000231429,AC244021.2,12,2,0,5
ENSG00000228826,AL592494.1,14,15,16,20
ENSG00000272583,AL592494.3,0,0,0,18
ENSG00000224857,LINC01691,0,0,0,0
ENSG00000235887,AC239859.3,0,0,0,0
ENSG00000232721,AC239800.2,29,22,14,41
ENSG00000263590,AC239800.3,0,0,3,0
ENSG00000273213,AC239798.4,0,0,0,0
ENSG00000232527,AC245595.1,17,5,11,5
ENSG00000237343,AC246785.3,0,0,0,0
ENSG00000277199,LINC01632,0,0,0,0
ENSG00000224363,FP700111.1,0,0,0,0
ENSG00000276216,AC245014.3,0,0,1,1
ENSG00000236140,AC245014.1,0,0,0,0
ENSG00000233396,LINC01719,5,6,2,3
ENSG00000276509,AC239799.2,3,6,0,0
ENSG00000277420,AC245407.1,1,0,0,0
ENSG00000234225,AC244394.2,0,0,0,1
ENSG00000273071,AC242426.4,8,7,1,3
ENSG00000215859,AC239803.1,92,80,213,77
ENSG00000273059,AC239803.3,0,0,0,0
ENSG00000274372,AC239803.4,0,0,0,0
ENSG00000227733,AC239809.3,8,13,25,4
ENSG00000232265,AC239803.2,19,15,2,3
ENSG00000238107,AC245100.6,0,0,0,0
ENSG00000224481,AC245100.1,0,0,0,0
ENSG00000272824,AC245100.7,0,0,0,0
ENSG00000274020,LINC01138,9,8,26,13
ENSG00000254539,AC239804.1,8,7,2,3
ENSG00000274265,AC245297.3,28,31,31,17
ENSG00000272755,AC245297.2,0,0,0,5
ENSG00000277147,LINC00869,101,122,22,54
ENSG00000275557,AC242842.1,5,7,4,1
ENSG00000272993,AC239868.4,0,0,0,1
ENSG00000266187,RN7SL480P,1,0,0,1
ENSG00000228126,FALEC,2,5,0,0
ENSG00000203804,ADAMTSL4-AS1,14,4,0,7
ENSG00000277452,RN7SL473P,0,0,0,0
ENSG00000274963,RN7SL600P,1,0,0,0
ENSG00000265753,RN7SL444P,1,0,0,0
ENSG00000273481,AL391069.4,10,9,0,0
ENSG00000269489,AL589765.6,0,0,0,0
ENSG00000201134,Y_RNA,0,0,0,0
ENSG00000271853,AL162258.1,6,9,131,41
ENSG00000199565,Y_RNA,0,0,0,0
ENSG00000272654,AL358472.2,0,1,0,2
ENSG00000264384,RN7SL431P,0,0,0,0
ENSG00000270361,AL451085.1,0,0,0,8
ENSG00000268154,Metazoa_SRP,5,9,2,1
ENSG00000237390,AL139130.1,12,16,1,2
ENSG00000236947,AL139412.1,0,1,0,2
ENSG00000206651,Y_RNA,0,0,0,0
ENSG00000260460,AL365181.1,36,35,3,4
ENSG00000272068,AL365181.2,4,4,0,1
ENSG00000237588,AL590666.3,26,25,6,6
ENSG00000266160,RN7SL612P,0,0,0,0
ENSG00000271736,AL138900.3,0,0,0,0
ENSG00000176320,AL138899.1,18,20,5,23
ENSG00000224943,AL663023.1,0,0,1,0
ENSG00000224259,LINC01133,3,0,0,0
ENSG00000202078,Y_RNA,0,0,0,0
ENSG00000273112,AL590385.2,0,0,3,0
ENSG00000243173,RN7SL861P,0,2,0,0
ENSG00000206990,Y_RNA,45,37,80,69
ENSG00000273365,AL451074.6,2,4,0,0
ENSG00000225325,AL583804.1,0,2,0,0
ENSG00000272205,AL451050.2,0,0,0,0
ENSG00000273160,AL359962.2,3,5,0,2
ENSG00000228697,AL023755.1,0,0,0,13
ENSG00000213062,AL021068.1,0,0,0,0
ENSG00000239494,RN7SL333P,0,0,0,0
ENSG00000243051,RN7SL269P,0,1,0,0
ENSG00000233985,LINC01681,0,0,0,0
ENSG00000235303,AL023495.1,5,3,1,2
ENSG00000226375,AL022310.1,1,0,0,1
ENSG00000234741,GAS5,21,16,194,44
ENSG00000224977,AL121983.1,0,0,0,0
ENSG00000227373,AL121983.2,0,2,1,0
ENSG00000206659,Y_RNA,0,0,0,0
ENSG00000227740,AL513329.1,2,1,0,0
ENSG00000227579,AL122019.1,0,0,0,0
ENSG00000254154,AL359075.2,235,222,107,162
ENSG00000224687,RASAL2-AS1,26,19,5,8
ENSG00000264809,Metazoa_SRP,0,3,0,1
ENSG00000213057,C1orf220,14,14,2,17
ENSG00000273384,AL137796.1,0,0,0,0
ENSG00000231966,AL359853.2,2,3,0,0
ENSG00000272906,AL353708.3,0,0,0,0
ENSG00000264916,RN7SL230P,3,0,0,0
ENSG00000260360,AL353708.1,21,12,4,6
ENSG00000206905,Y_RNA,0,0,0,0
ENSG00000237292,LINC01732,2,0,0,0
ENSG00000273573,Metazoa_SRP,8,6,1,1
ENSG00000224810,AL355482.1,29,38,14,19
ENSG00000232309,AL390856.1,0,0,9,0
ENSG00000228918,LINC01344,11,9,0,11
ENSG00000276839,Metazoa_SRP,8,11,1,3
ENSG00000261504,LINC01686,0,0,0,0
ENSG00000232860,SMG7-AS1,13,5,1,0
ENSG00000271387,AL445228.2,0,0,0,0
ENSG00000273004,AL078644.1,0,0,0,0
ENSG00000261024,GS1-279B7.1,0,0,3,0
ENSG00000261729,AL133383.1,0,0,0,0
ENSG00000273198,AL096803.3,0,0,0,0
ENSG00000273129,PACERR,0,0,0,0
ENSG00000231599,LINC01037,0,0,0,0
ENSG00000230426,ERVMER61-1,0,0,0,0
ENSG00000222240,RN7SKP156,0,0,0,0
ENSG00000226486,LINC01035,2,2,5,7
ENSG00000232212,LINC01701,0,0,0,0
ENSG00000241505,AL391645.1,0,0,0,0
ENSG00000231175,LINC01720,1,3,0,1
ENSG00000261642,AL713866.1,0,0,0,5
ENSG00000228215,AL954650.1,0,0,0,0
ENSG00000236069,AL136987.2,25,26,4,3
ENSG00000276735,Metazoa_SRP,9,13,5,5
ENSG00000232077,LINC01031,0,0,0,1
ENSG00000226640,AL357793.1,8,4,0,0
ENSG00000237011,AL357793.2,2,5,0,0
ENSG00000227240,AL356272.1,0,0,0,0
ENSG00000231714,AL513348.1,15,10,0,0
ENSG00000223881,AL157402.1,0,0,0,0
ENSG00000229989,MIR181A1HG,1,0,0,0
ENSG00000225172,AC096631.1,1,0,0,0
ENSG00000231718,AC099673.1,0,0,0,0
ENSG00000273093,AC097065.2,0,0,0,0
ENSG00000203721,LINC00862,14,10,0,2
ENSG00000230623,AC104461.1,0,0,8,7
ENSG00000260088,AL445483.1,23,13,1,6
ENSG00000223396,AC096677.1,80,76,91,39
ENSG00000243323,PTPRVP,2,4,0,0
ENSG00000225620,AC104463.1,0,0,0,0
ENSG00000199471,Y_RNA,0,0,0,0
ENSG00000233791,LINC01136,16,31,1,2
ENSG00000280924,LINC00628,0,0,0,0
ENSG00000240219,AL512306.2,3,2,0,1
ENSG00000228153,AL161793.1,0,0,0,0
ENSG00000281406,BLACAT1,0,0,0,0
ENSG00000224717,AC098936.1,26,19,3,8
ENSG00000275213,Metazoa_SRP,3,4,0,2
ENSG00000236889,AC244035.3,0,0,0,0
ENSG00000261000,AC244034.2,0,0,0,0
ENSG00000199349,Y_RNA,0,0,0,0
ENSG00000243636,AL445493.2,0,0,0,5
ENSG00000237074,AL596218.1,0,0,0,0
ENSG00000274245,AL391597.1,0,0,0,0
ENSG00000203709,C1orf132,643,599,81,83
ENSG00000232812,LINC01717,0,0,0,0
ENSG00000236950,LINC01774,0,0,0,0
ENSG00000230937,MIR205HG,0,2,1,0
ENSG00000224260,AL023754.1,0,0,0,0
ENSG00000153363,LINC00467,160,159,28,79
ENSG00000228792,AL356310.1,1,1,0,0
ENSG00000241395,RN7SL344P,0,1,0,0
ENSG00000212205,Y_RNA,0,0,0,1
ENSG00000229983,AL606468.1,20,15,0,2
ENSG00000226251,AL451060.1,0,0,7,5
ENSG00000224535,AC092803.1,0,0,0,0
ENSG00000260805,AC092803.2,0,0,0,3
ENSG00000237980,AL590648.3,0,0,0,0
ENSG00000198468,FLVCR1-AS1,20,8,7,1
ENSG00000230461,PROX1-AS1,54,54,9,24
ENSG00000281664,LINC00538,0,0,0,0
ENSG00000282265,AL450990.1,0,0,0,0
ENSG00000232100,LINC01653,1,1,0,0
ENSG00000228208,C1orf143,14,13,0,1
ENSG00000223842,AL360093.1,0,0,10,6
ENSG00000277007,AC096642.1,42,41,1,7
ENSG00000228536,AL513283.1,1,0,0,2
ENSG00000238232,AL356364.1,0,0,0,0
ENSG00000260505,AC096644.4,5,8,0,1
ENSG00000221571,RNU6ATAC35P,0,0,0,3
ENSG00000238078,LINC01352,0,0,0,0
ENSG00000234754,C1orf140,15,9,0,10
ENSG00000232436,AL360013.2,0,0,1,0
ENSG00000238042,LINC02257,0,0,1,0
ENSG00000228437,LINC02474,0,1,0,1
ENSG00000232679,LINC01705,0,0,0,0
ENSG00000236230,AL356108.1,0,0,0,0
ENSG00000276997,AL513314.2,4,15,3,7
ENSG00000228106,AL392172.1,0,2,39,5
ENSG00000278610,AC093152.1,0,1,2,1
ENSG00000226601,AL359979.1,0,0,0,0
ENSG00000278467,AC138393.3,2,1,0,1
ENSG00000282418,AC092811.2,4,1,0,0
ENSG00000225518,LINC01703,0,0,0,0
ENSG00000223282,RN7SKP165,0,0,0,0
ENSG00000234277,LINC01641,7,9,16,14
ENSG00000276255,AL136379.1,7,6,0,0
ENSG00000203684,IBA57-AS1,3,2,0,0
ENSG00000236975,AL137793.1,0,1,0,0
ENSG00000177788,AL162595.1,0,0,3,0
ENSG00000242794,RN7SL299P,0,0,0,0
ENSG00000236497,LINC01744,6,6,1,1
ENSG00000231768,LINC01354,8,6,1,0
ENSG00000228044,AL160408.1,0,0,0,0
ENSG00000230628,AL160408.3,0,0,0,4
ENSG00000282097,AL160408.6,9,10,4,0
ENSG00000227630,LINC01132,0,0,0,0
ENSG00000239690,RN7SL668P,0,0,0,0
ENSG00000237520,AL391832.1,2,2,0,3
ENSG00000238005,AL391832.2,11,16,1,8
ENSG00000258082,AL391832.3,0,0,0,0
ENSG00000280587,FP700125.1,23,17,0,9
ENSG00000273416,AL732292.2,0,0,0,1
ENSG00000237845,AL139161.2,0,0,0,0
ENSG00000229291,AL139161.1,0,0,0,0
ENSG00000252822,Y_RNA,0,0,0,0
ENSG00000234464,AL356010.2,0,0,0,0
ENSG00000215808,LINC01139,0,0,0,0
ENSG00000231877,AL359551.1,21,18,3,4
ENSG00000259776,AC093426.1,14,19,1,1
ENSG00000231512,LINC01347,2,4,1,1
ENSG00000226828,AL591885.1,0,0,0,0
ENSG00000237759,AL590483.2,0,0,0,6
ENSG00000282317,AL451007.2,0,0,0,0
ENSG00000207326,Y_RNA,0,0,0,0
ENSG00000242042,LINC01743,0,0,0,0
ENSG00000260698,AL591848.3,13,8,0,2
ENSG00000235021,AL591848.2,0,0,0,0
ENSG00000227953,LINC01341,0,0,0,6
ENSG00000221953,C1orf229,16,20,18,2
ENSG00000259865,AL390728.6,12,10,66,16
ENSG00000232347,AL390728.5,0,0,0,0
ENSG00000202079,Y_RNA,0,0,0,0
ENSG00000228643,AC079779.2,2,17,0,0
ENSG00000235779,AC079779.3,6,9,0,0
ENSG00000233633,AC093326.1,0,0,0,0
ENSG00000228799,LINC01939,1,0,0,0
ENSG00000203635,AC144450.1,51,31,2,6
ENSG00000234423,LINC01250,0,0,0,0
ENSG00000226649,AC019118.1,0,0,0,0
ENSG00000271868,AC114810.1,0,2,2,1
ENSG00000242282,AC108488.1,0,0,10,6
ENSG00000231532,LINC01249,2,10,1,0
ENSG00000230090,AC108025.1,0,1,0,0
ENSG00000232044,LINC01105,24,19,2,1
ENSG00000227007,LINC01247,30,15,2,8
ENSG00000236172,MIR7515HG,0,1,0,0
ENSG00000205837,LINC00487,0,0,0,0
ENSG00000271947,AC017076.1,3,4,2,2
ENSG00000228203,RNF144A-AS1,21,14,0,2
ENSG00000235576,LINC01871,0,0,0,0
ENSG00000235665,LINC00298,0,0,0,2
ENSG00000236790,LINC00299,1,4,1,0
ENSG00000229740,U91324.1,4,1,3,20
ENSG00000231435,AC011747.2,0,0,0,0
ENSG00000236008,LINC01814,226,258,42,57
ENSG00000231083,AC011747.1,0,0,0,0
ENSG00000261104,AC093904.4,8,4,0,0
ENSG00000271855,AC073195.1,0,0,0,0
ENSG00000240687,AC082651.1,1,0,0,1
ENSG00000244260,AC082651.4,0,1,0,0
ENSG00000243491,AC082651.3,0,0,7,0
ENSG00000269973,AC010969.2,19,17,4,10
ENSG00000260476,AC104794.3,0,1,0,0
ENSG00000260077,AC104794.2,9,18,11,6
ENSG00000272524,AC104794.5,0,0,0,0
ENSG00000163009,C2orf48,5,3,0,0
ENSG00000264030,RN7SL66P,4,7,1,1
ENSG00000257135,AC007249.2,10,10,7,1
ENSG00000217258,AC007249.1,0,1,0,0
ENSG00000243819,RN7SL832P,10,12,1,1
ENSG00000277446,Metazoa_SRP,0,0,0,0
ENSG00000272275,AC092687.3,0,0,0,0
ENSG00000271952,LINC01954,0,0,0,0
ENSG00000145063,AC062028.1,6,13,8,0
ENSG00000224177,LINC00570,0,0,0,0
ENSG00000239899,RN7SL674P,27,23,5,6
ENSG00000276411,AC106875.2,0,3,0,2
ENSG00000224184,MIR3681HG,0,0,0,0
ENSG00000230448,LINC00276,8,2,5,2
ENSG00000227718,AC016730.1,0,0,0,0
ENSG00000237261,Metazoa_SRP,3,5,0,1
ENSG00000235127,AC068286.1,3,0,0,2
ENSG00000231031,LINC01804,0,0,0,0
ENSG00000233718,MYCNOS,0,7,3,2
ENSG00000226764,AC010145.1,0,0,4,1
ENSG00000236989,AC130710.1,7,5,0,2
ENSG00000226041,AC010745.1,0,0,0,0
ENSG00000237670,LINC01866,2,0,0,0
ENSG00000260331,AC079148.1,19,17,0,5
ENSG00000236204,LINC01376,21,19,2,16
ENSG00000234597,AC010096.1,24,10,4,1
ENSG00000228784,LINC00954,38,60,4,11
ENSG00000271991,AC013400.1,0,0,1,0
ENSG00000223734,AC098828.2,0,0,0,0
ENSG00000234378,AC098828.3,3,3,0,6
ENSG00000266059,RN7SL140P,0,0,0,0
ENSG00000269976,AC012065.3,15,10,12,0
ENSG00000270100,AC012065.4,0,0,0,5
ENSG00000261012,AC115619.1,49,48,60,138
ENSG00000233005,AC018742.1,6,4,0,0
ENSG00000229621,LINC01822,0,0,0,0
ENSG00000232451,AC018467.1,7,9,5,3
ENSG00000223634,AC012506.2,0,0,0,0
ENSG00000235497,AC012506.4,4,2,0,2
ENSG00000235072,AC012074.1,0,0,0,0
ENSG00000205500,AC013472.1,44,48,2,7
ENSG00000259080,AC074091.1,15,8,43,2
ENSG00000205334,LINC01460,4,12,2,2
ENSG00000270210,AC104695.2,7,6,0,0
ENSG00000242699,RN7SL516P,0,0,0,0
ENSG00000235997,LINC01936,2,7,32,0
ENSG00000223647,LINC01946,0,0,0,0
ENSG00000273165,AL121652.1,0,0,0,0
ENSG00000272716,AL121658.1,12,7,0,0
ENSG00000272754,AL133245.1,18,20,2,6
ENSG00000230876,LINC00486,0,0,0,0
ENSG00000206951,Y_RNA,0,0,0,0
ENSG00000203386,LINC01317,9,6,0,1
ENSG00000228262,LINC01320,3,6,8,50
ENSG00000272027,AC073218.2,13,12,2,1
ENSG00000226994,AC012593.1,27,28,2,3
ENSG00000264352,RN7SL602P,49,43,4,12
ENSG00000260025,AC009414.2,0,0,0,1
ENSG00000232028,AC007391.1,0,0,0,0
ENSG00000237803,LINC00211,0,5,0,0
ENSG00000229160,AC009229.2,4,3,1,2
ENSG00000273006,AC009229.3,0,0,0,0
ENSG00000231367,AC011247.1,0,0,0,0
ENSG00000235009,LINC01883,34,36,3,0
ENSG00000265905,RN7SL96P,11,8,0,5
ENSG00000234362,LINC01914,0,0,0,0
ENSG00000273913,Metazoa_SRP,18,17,0,1
ENSG00000224739,AC016735.1,0,0,0,0
ENSG00000231826,LINC01819,13,10,2,3
ENSG00000230587,AC093609.1,0,0,0,5
ENSG00000279873,LINC01126,0,0,0,0
ENSG00000264071,RN7SL531P,22,31,9,7
ENSG00000264047,RN7SL455P,26,21,5,2
ENSG00000259439,LINC01833,0,0,0,1
ENSG00000274547,Six3os1_6,0,0,0,1
ENSG00000205054,LINC01121,0,0,0,0
ENSG00000231054,AC093833.1,0,0,0,0
ENSG00000278764,Metazoa_SRP,2,0,0,0
ENSG00000228100,LINC01820,0,0,0,0
ENSG00000241791,RN7SL817P,1,1,0,1
ENSG00000260977,AC016722.3,22,18,3,5
ENSG00000222005,LINC01118,11,14,0,0
ENSG00000239332,LINC01119,0,0,0,3
ENSG00000226548,AC016722.1,0,0,0,0
ENSG00000234690,AC106869.1,3,2,66,0
ENSG00000277396,Metazoa_SRP,33,30,2,5
ENSG00000230773,AC092650.1,12,9,1,4
ENSG00000201010,RN7SKP224,7,5,0,2
ENSG00000272663,AC093635.1,0,0,0,5
ENSG00000231918,AC007402.1,12,16,1,4
ENSG00000236837,AC139712.3,0,1,0,0
ENSG00000272156,AC008280.3,0,0,0,5
ENSG00000272180,AC011306.1,4,4,1,2
ENSG00000271894,AC007744.1,0,0,0,0
ENSG00000225226,LINC01795,8,12,0,2
ENSG00000233723,LINC01122,9,12,2,2
ENSG00000222030,LINC01793,0,0,0,0
ENSG00000242158,RN7SL361P,0,10,0,0
ENSG00000228414,LINC01185,0,0,0,0
ENSG00000274769,AC016747.4,2,1,26,44
ENSG00000212978,AC016747.1,20,25,0,15
ENSG00000271889,AC016747.2,0,0,0,1
ENSG00000228541,AC093159.1,0,0,0,0
ENSG00000241625,RN7SL18P,4,2,0,0
ENSG00000228079,AC012368.2,0,2,0,0
ENSG00000260101,AC008074.3,0,0,0,0
ENSG00000275588,RN7SL341P,0,2,0,0
ENSG00000237638,LINC02245,28,25,4,6
ENSG00000204929,AC007389.1,0,2,0,0
ENSG00000234255,AC012370.2,6,4,1,2
ENSG00000243029,RN7SL635P,0,0,0,0
ENSG00000235725,AC007389.3,44,48,10,8
ENSG00000281920,AC007389.5,0,0,0,0
ENSG00000232164,LINC01873,1198,1071,82,133
ENSG00000232046,LINC01798,1,0,0,0
ENSG00000223859,AC007403.1,0,1,0,1
ENSG00000235885,LINC01828,8,5,1,1
ENSG00000236780,LINC01829,0,0,0,0
ENSG00000224173,AC007422.1,0,0,0,0
ENSG00000235495,AC007422.2,0,0,0,0
ENSG00000244236,RN7SL604P,2,5,0,0
ENSG00000231024,AC092431.1,0,1,0,0
ENSG00000179818,PCBP1-AS1,636,614,885,683
ENSG00000263669,RN7SL470P,15,13,2,6
ENSG00000231327,LINC01816,2,1,0,6
ENSG00000237751,LINC01143,0,0,0,0
ENSG00000241159,RN7SL160P,0,0,0,0
ENSG00000272735,AC007881.3,0,0,0,0
ENSG00000281195,AC007878.1,0,0,0,1
ENSG00000272702,AC010913.1,0,0,0,2
ENSG00000273245,AC092653.1,0,0,0,0
ENSG00000235499,AC073046.1,0,0,0,0
ENSG00000217702,AC073263.1,0,0,0,0
ENSG00000279070,AC073263.2,1,1,0,0
ENSG00000272711,AC019069.1,2,1,0,2
ENSG00000204792,LINC01291,0,0,0,2
ENSG00000236209,AC104135.1,12,21,1,4
ENSG00000230836,LINC01293,0,0,0,1
ENSG00000270996,AC005034.4,1,2,1,0
ENSG00000200488,RN7SKP203,14,18,2,11
ENSG00000227088,AC084149.1,4,3,0,0
ENSG00000242118,RN7SL201P,1,0,0,0
ENSG00000231781,AC079896.1,0,0,0,0
ENSG00000202382,Y_RNA,1,2,2,0
ENSG00000278590,RN7SL113P,7,5,0,0
ENSG00000207207,Y_RNA,1,0,0,0
ENSG00000276281,RN7SL126P,2,3,0,1
ENSG00000232504,ST3GAL5-AS1,0,0,0,0
ENSG00000272564,AC012511.1,0,0,0,5
ENSG00000200241,Y_RNA,5,11,0,0
ENSG00000280721,LINC01943,5,2,12,4
ENSG00000222041,CYTOR,19,16,56,26
ENSG00000240040,AC244205.1,0,0,2,6
ENSG00000281904,AC233263.6,0,0,0,2
ENSG00000261600,AC233266.2,3,0,0,2
ENSG00000272913,AC009237.14,59,44,2,0
ENSG00000273305,AC009237.15,0,0,0,0
ENSG00000235584,AC008268.1,0,0,0,0
ENSG00000232931,LINC00342,2,4,4,7
ENSG00000275961,RN7SL210P,1,0,1,0
ENSG00000204685,STARD7-AS1,10,6,7,9
ENSG00000273265,AC092636.1,11,10,0,0
ENSG00000274206,Metazoa_SRP,15,13,2,2
ENSG00000275655,RN7SL313P,2,3,2,2
ENSG00000277701,AC159540.2,15,15,2,1
ENSG00000230606,AC092683.1,71,89,13,31
ENSG00000278766,AC092683.2,9,5,0,1
ENSG00000228486,LINC01125,74,63,7,16
ENSG00000226791,AC109826.1,0,0,0,0
ENSG00000232084,LINC01104,0,4,0,0
ENSG00000234169,LINC01868,0,0,0,0
ENSG00000272902,TBC1D8-AS1,1,0,0,0
ENSG00000281162,AC005035.1,29,24,0,31
ENSG00000229209,AC073987.1,5,3,0,0
ENSG00000256637,LINC01965,12,15,1,2
ENSG00000225765,LINC01831,26,29,11,46
ENSG00000235597,LINC01102,16,23,0,3
ENSG00000228528,AC068057.1,0,0,0,0
ENSG00000233639,LINC01158,0,0,0,0
ENSG00000272861,AC012360.2,0,0,0,0
ENSG00000235319,AC012360.1,0,0,0,0
ENSG00000272994,AC012360.3,0,0,0,0
ENSG00000232001,AC108868.2,0,0,0,0
ENSG00000229457,LINC01789,0,0,0,0
ENSG00000225588,AC096669.1,0,1,0,0
ENSG00000224568,LINC01886,3,5,0,1
ENSG00000230651,RGPD4-AS1,22,23,3,4
ENSG00000277628,Metazoa_SRP,5,5,0,3
ENSG00000259863,SH3RF3-AS1,0,1,0,0
ENSG00000204588,LINC01123,9,7,2,4
ENSG00000282304,AC140479.5,0,0,9,0
ENSG00000175772,LINC01106,15,7,4,7
ENSG00000273471,AC112229.4,4,3,24,8
ENSG00000235881,AC114776.1,5,4,0,1
ENSG00000172965,MIR4435-2HG,20,15,33,22
ENSG00000271590,AC108463.3,1,1,0,2
ENSG00000229118,AC068491.2,0,0,0,2
ENSG00000270190,AC068491.3,0,0,0,0
ENSG00000280878,AC017002.5,0,1,0,2
ENSG00000240350,AC017002.3,0,0,0,0
ENSG00000224959,AC017002.1,0,0,0,0
ENSG00000240183,RN7SL297P,0,0,0,0
ENSG00000207383,Y_RNA,0,0,0,2
