Ensembl,Healthy_1,Healthy_2,Healthy_3,Healthy_4
ENSG00000073050,85,59,19,55
ENSG00000268361,9,6,3,3
ENSG00000234465,14,12,0,0
ENSG00000167378,168,144,40,63
ENSG00000124444,30,35,33,42
ENSG00000226763,16,11,13,8
ENSG00000131116,58,42,34,19
ENSG00000105767,0,2,12,4
ENSG00000011422,11,10,2,2
ENSG00000105771,104,83,5,21
ENSG00000104783,0,0,0,0
ENSG00000159871,13,37,25,7
ENSG00000167637,94,68,30,21
ENSG00000176222,0,0,10,8
ENSG00000124459,9,6,0,41
ENSG00000159905,22,20,3,6
ENSG00000204920,0,1,2,6
ENSG00000159882,26,22,6,19
ENSG00000159885,0,0,0,1
ENSG00000267022,1,3,5,3
ENSG00000178386,2,3,5,4
ENSG00000186026,11,29,0,17
ENSG00000267680,31,27,104,60
ENSG00000256294,16,21,1,7
ENSG00000263002,58,52,5,4
ENSG00000167380,48,49,33,52
ENSG00000131115,7,18,3,19
ENSG00000159917,7,5,22,3
ENSG00000159915,23,22,3,2
ENSG00000062370,0,0,0,0
ENSG00000267173,0,0,0,0
ENSG00000267508,13,8,1,7
ENSG00000278318,3,2,4,6
ENSG00000167384,3,3,55,15
ENSG00000273777,0,0,0,0
ENSG00000216588,95,86,18,32
ENSG00000073008,58,47,139,82
ENSG00000186567,39,35,19,33
ENSG00000213892,2,1,0,5
ENSG00000069399,643,541,389,464
ENSG00000142273,52,40,105,72
ENSG00000187244,35,52,47,28
ENSG00000130202,245,226,291,147
ENSG00000130204,34,28,87,58
ENSG00000130203,4468,3797,4866,8040
ENSG00000130208,5253,4723,6867,10341
ENSG00000224916,4486,4081,11638,9361
ENSG00000267467,785,694,402,799
ENSG00000234906,3706,3389,11282,8580
ENSG00000104853,123,106,338,149
ENSG00000104856,0,0,35,9
ENSG00000104859,48,46,29,9
ENSG00000170684,0,0,3,1
ENSG00000142252,88,69,15,54
ENSG00000007047,15,22,37,26
ENSG00000104866,16,30,23,11
ENSG00000179846,11,11,0,1
ENSG00000007255,52,33,86,63
ENSG00000189114,17,10,14,37
ENSG00000267545,0,0,1,0
ENSG00000104879,0,0,0,4
ENSG00000104892,20,22,3,9
ENSG00000104884,30,31,34,24
ENSG00000104881,50,45,8,13
ENSG00000117877,76,59,84,37
ENSG00000012061,86,74,172,94
ENSG00000125740,14,7,1,3
ENSG00000125744,19,22,5,8
ENSG00000213889,1,4,4,1
ENSG00000125753,13,18,71,51
ENSG00000125741,187,183,44,76
ENSG00000177464,1,8,61,21
ENSG00000125746,48,42,68,11
ENSG00000010310,19,17,3,4
ENSG00000125743,138,150,546,331
ENSG00000011478,40,25,24,9
ENSG00000177051,13,24,5,1
ENSG00000177045,4,3,36,30
ENSG00000104936,20,14,5,29
ENSG00000268434,0,0,1,3
ENSG00000185800,44,40,4,9
ENSG00000104941,0,0,0,0
ENSG00000125755,144,118,39,77
ENSG00000170608,114,92,184,269
ENSG00000170604,23,18,29,40
ENSG00000176182,4,4,40,3
ENSG00000104967,20,22,6,7
ENSG00000104983,137,126,6,16
ENSG00000008438,0,0,0,0
ENSG00000204869,4,2,1,4
ENSG00000188624,0,0,0,0
ENSG00000204866,0,0,0,0
ENSG00000188293,0,0,0,0
ENSG00000124440,42,36,5,7
ENSG00000011485,43,49,144,96
ENSG00000169515,8,11,0,3
ENSG00000182013,3,4,0,3
ENSG00000230510,24,30,20,2
ENSG00000204851,0,0,0,12
ENSG00000160014,71,63,318,260
ENSG00000160013,25,30,78,14
ENSG00000197380,51,46,12,21
ENSG00000105287,17,13,33,51
ENSG00000090372,84,83,125,71
ENSG00000181027,16,41,32,21
ENSG00000105281,22,17,39,10
ENSG00000042753,169,179,345,271
ENSG00000160007,609,624,350,639
ENSG00000130751,0,0,0,2
ENSG00000130748,78,81,130,136
ENSG00000130749,33,30,68,51
ENSG00000142230,193,167,180,83
ENSG00000105327,1,3,13,4
ENSG00000105321,7,6,8,19
ENSG00000257704,7,1,8,6
ENSG00000197405,30,26,18,24
ENSG00000134830,135,122,19,31
ENSG00000134815,25,27,44,20
ENSG00000105419,0,1,0,2
ENSG00000118160,0,0,0,0
ENSG00000118162,5,8,11,19
ENSG00000105402,287,247,355,186
ENSG00000118156,0,0,0,0
ENSG00000063169,14,13,20,2
ENSG00000024422,46,32,141,41
ENSG00000105373,144,139,251,120
ENSG00000178980,208,208,457,239
ENSG00000178928,10,11,0,0
ENSG00000105392,88,65,4,18
ENSG00000105398,3661,3490,859,3633
ENSG00000105507,0,0,0,0
ENSG00000105499,45,41,1,9
ENSG00000105486,26,18,4,10
ENSG00000185453,0,1,1,7
ENSG00000178150,29,39,5,5
ENSG00000105483,88,315,45,42
ENSG00000105479,9,4,0,4
ENSG00000142227,0,1,142,63
ENSG00000161558,142,122,27,9
ENSG00000105467,0,0,0,0
ENSG00000105438,98,80,367,184
ENSG00000105464,0,0,0,0
ENSG00000105447,33,28,82,77
ENSG00000182324,7,16,0,5
ENSG00000268465,0,0,8,2
ENSG00000105443,71,80,82,27
ENSG00000142235,0,0,0,0
ENSG00000088002,11,13,1,5
ENSG00000105523,0,1,0,0
ENSG00000177202,0,0,0,0
ENSG00000063177,651,635,2103,930
ENSG00000063176,47,46,16,67
ENSG00000105516,41,46,9,40
ENSG00000063180,18,28,0,4
ENSG00000142233,8,9,3,0
ENSG00000176920,35,39,1,2
ENSG00000176909,0,0,17,0
ENSG00000105538,101,105,46,31
ENSG00000182264,12,15,11,5
ENSG00000174951,38,42,38,12
ENSG00000105550,7,11,136,11
ENSG00000105552,116,85,48,66
ENSG00000087076,51,54,53,129
ENSG00000105559,105,84,87,37
ENSG00000087074,124,111,58,17
ENSG00000104804,0,0,0,2
ENSG00000104805,614,535,1188,1210
ENSG00000104808,0,0,0,0
ENSG00000087088,13,12,49,35
ENSG00000087086,36759,33321,53138,61640
ENSG00000104812,73,73,14,28
ENSG00000183207,126,115,236,146
ENSG00000104826,0,0,0,0
ENSG00000104827,0,0,0,0
ENSG00000267335,0,0,0,0
ENSG00000104818,0,0,0,1
ENSG00000267631,0,0,0,0
ENSG00000189052,0,0,0,0
ENSG00000213030,0,0,0,0
ENSG00000196337,0,0,0,0
ENSG00000225950,0,0,0,0
ENSG00000104848,33,30,1,5
ENSG00000104852,898,844,167,127
ENSG00000104863,16,15,24,5
ENSG00000221916,5,6,7,2
ENSG00000177380,0,1,12,3
ENSG00000130528,0,0,0,0
ENSG00000130529,189,139,103,94
ENSG00000063127,16,21,1,32
ENSG00000104894,134,100,13,23
ENSG00000074219,37,47,28,8
ENSG00000104901,0,0,0,0
ENSG00000161609,0,0,0,0
ENSG00000261949,0,0,0,0
ENSG00000104888,2,2,0,1
ENSG00000104872,67,79,237,113
ENSG00000161618,203,183,87,75
ENSG00000269469,29,18,21,15
ENSG00000090554,51,56,10,27
ENSG00000142541,1188,1078,3372,1613
ENSG00000142534,699,591,1528,875
ENSG00000104870,1327,1267,919,863
ENSG00000142552,58,70,33,16
ENSG00000142546,215,196,169,93
ENSG00000126460,36,47,4,11
ENSG00000126464,28,13,2,29
ENSG00000126458,6,17,82,40
ENSG00000126461,48,25,34,25
ENSG00000126456,158,151,165,73
ENSG00000126453,67,64,47,37
ENSG00000126457,39,17,171,50
ENSG00000224420,0,0,8,3
ENSG00000169169,69,35,5,7
ENSG00000196961,98,83,111,103
ENSG00000010361,19,5,28,33
ENSG00000104973,24,20,22,19
ENSG00000104960,419,327,262,170
ENSG00000039650,165,129,36,73
ENSG00000204673,47,55,141,86
ENSG00000104946,262,263,91,116
ENSG00000104951,37,25,111,97
ENSG00000213024,106,94,420,368
ENSG00000269179,0,0,8,2
ENSG00000169136,2415,2142,5378,2865
ENSG00000161640,12,17,37,9
ENSG00000105053,122,104,219,65
ENSG00000142528,0,0,38,12
ENSG00000161652,37,21,0,2
ENSG00000105357,324,327,151,153
ENSG00000131398,12,8,0,3
ENSG00000131408,89,85,123,64
ENSG00000131400,0,0,0,11
ENSG00000062822,1,1,49,38
ENSG00000142539,0,0,15,22
ENSG00000269404,26,23,0,5
ENSG00000086967,0,0,0,0
ENSG00000142530,0,0,0,6
ENSG00000161671,145,154,168,188
ENSG00000161677,35,33,105,64
ENSG00000204653,170,162,0,129
ENSG00000131409,0,1,0,4
ENSG00000213023,0,0,0,0
ENSG00000235034,0,0,0,0
ENSG00000105472,2,1,5,3
ENSG00000142513,0,0,0,0
ENSG00000167747,34,36,116,61
ENSG00000167748,0,0,0,1
ENSG00000174562,0,0,0,0
ENSG00000167751,10,7,1,4
ENSG00000167749,0,3,0,1
ENSG00000167754,0,0,0,0
ENSG00000167755,0,7,1,0
ENSG00000169035,6,5,0,2
ENSG00000129455,0,0,0,0
ENSG00000269741,0,0,0,0
ENSG00000129451,28,99,3,8
ENSG00000167757,22,24,2,2
ENSG00000186474,0,0,0,0
ENSG00000167759,0,1,0,0
ENSG00000129437,0,0,0,0
ENSG00000142544,12,10,5,0
ENSG00000129450,1,1,72,12
ENSG00000168995,1,2,2,4
ENSG00000105383,11,15,69,8
ENSG00000142549,0,0,1,0
ENSG00000186806,34,30,0,4
ENSG00000105379,2159,1962,1321,1989
ENSG00000269403,966,863,647,958
ENSG00000160318,3,2,5,5
ENSG00000105374,9,5,46,7
ENSG00000262874,0,0,0,0
ENSG00000142512,40,36,78,4
ENSG00000105366,12,9,3,3
ENSG00000213822,0,0,0,0
ENSG00000254521,0,0,0,0
ENSG00000105492,0,0,0,0
ENSG00000105497,34,40,13,8
ENSG00000105501,0,0,0,0
ENSG00000268500,0,0,0,0
ENSG00000254415,6,5,27,6
ENSG00000105509,0,0,0,0
ENSG00000171051,5,8,120,17
ENSG00000171049,12,7,0,4
ENSG00000187474,0,0,67,17
ENSG00000161551,6,8,75,1
ENSG00000176024,118,115,2,15
ENSG00000198093,1,1,1,10
ENSG00000256683,10,10,6,3
ENSG00000197619,81,80,60,3
ENSG00000142556,30,32,11,0
ENSG00000256087,29,21,3,4
ENSG00000197608,51,48,10,15
ENSG00000204611,55,51,34,5
ENSG00000196267,4,3,45,6
ENSG00000105568,275,247,490,314
ENSG00000196214,79,72,19,17
ENSG00000198464,70,72,115,77
ENSG00000167554,11,9,1,2
ENSG00000221923,6,6,7,4
ENSG00000167555,18,17,4,5
ENSG00000198633,0,0,0,1
ENSG00000258405,7,2,1,2
ENSG00000198482,164,127,3,9
ENSG00000167562,14,16,0,1
ENSG00000167766,58,66,52,17
ENSG00000213020,28,37,11,7
ENSG00000189190,41,40,7,8
ENSG00000198538,41,33,74,13
ENSG00000204604,8,10,6,8
ENSG00000182986,62,52,21,31
ENSG00000221874,0,5,0,1
ENSG00000180257,0,5,0,4
ENSG00000170949,98,74,6,49
ENSG00000170954,11,12,0,0
ENSG00000197937,102,95,12,17
ENSG00000197497,80,44,11,15
ENSG00000197928,70,52,1,14
ENSG00000196131,2,2,0,1
ENSG00000213799,1,0,0,1
ENSG00000203326,21,15,32,22
ENSG00000196417,60,55,9,15
ENSG00000160336,26,20,18,14
ENSG00000198346,34,22,1,6
ENSG00000130844,22,31,26,11
ENSG00000204595,0,0,0,2
ENSG00000142405,35,47,3,8
ENSG00000179820,150,142,24,16
ENSG00000126583,0,0,0,0
ENSG00000142408,51,52,8,8
ENSG00000130433,0,0,0,0
ENSG00000189068,0,0,0,0
ENSG00000248385,11,8,0,3
ENSG00000170909,0,0,1,1
ENSG00000170906,168,140,319,365
ENSG00000105619,0,0,20,14
ENSG00000105618,51,39,174,98
ENSG00000088038,101,74,13,16
ENSG00000105617,18,16,34,12
ENSG00000167608,54,45,0,9
ENSG00000125505,2,8,196,70
ENSG00000170892,78,76,124,120
ENSG00000170889,584,538,1633,840
ENSG00000204577,68,66,7,10
ENSG00000244482,29,33,8,8
ENSG00000131042,2,3,147,27
ENSG00000105609,57,63,48,37
ENSG00000187116,3,4,10,16
ENSG00000239961,0,0,4,0
ENSG00000167613,121,120,22,15
ENSG00000167614,16,20,54,4
ENSG00000167615,319,285,21,34
ENSG00000275183,35,32,3,3
ENSG00000167617,0,0,0,0
ENSG00000167618,0,0,0,1
ENSG00000104970,68,77,3,10
ENSG00000239998,30,34,66,9
ENSG00000104974,1,1,83,1
ENSG00000104972,33,18,54,19
ENSG00000186818,1,2,12,29
ENSG00000243772,0,0,0,0
ENSG00000242019,0,0,0,0
ENSG00000167633,0,0,0,0
ENSG00000189013,0,0,0,0
ENSG00000186431,35,46,4,5
ENSG00000189430,7,8,0,6
ENSG00000167634,0,0,0,0
ENSG00000022556,10,5,2,2
ENSG00000088053,28,18,4,4
ENSG00000160439,114,82,39,41
ENSG00000131037,33,26,0,0
ENSG00000125503,41,22,11,61
ENSG00000105048,5,5,0,0
ENSG00000129991,0,0,0,0
ENSG00000267110,0,0,0,0
ENSG00000167646,1,0,0,0
ENSG00000129990,16,15,1,5
ENSG00000080031,14,15,63,8
ENSG00000180089,144,121,89,62
ENSG00000105063,147,158,16,46
ENSG00000133265,216,176,79,81
ENSG00000160469,6,9,1,2
ENSG00000180061,8,2,0,0
ENSG00000133247,64,56,5,2
ENSG00000160471,25,23,3,3
ENSG00000267706,0,0,0,0
ENSG00000095752,20,16,0,1
ENSG00000160472,0,0,0,0
ENSG00000233493,3,2,5,3
ENSG00000108107,279,270,752,376
ENSG00000108106,10,11,25,14
ENSG00000063241,196,164,397,271
ENSG00000197483,0,1,11,2
ENSG00000090971,1,0,10,4
ENSG00000179954,5,5,0,3
ENSG00000187550,0,0,0,0
ENSG00000231274,0,0,0,0
ENSG00000218891,4,3,8,7
ENSG00000179943,13,10,39,19
ENSG00000171443,99,56,11,25
ENSG00000261221,8,6,7,1
ENSG00000179922,47,46,2,2
ENSG00000213015,31,19,48,38
ENSG00000171425,2,2,30,18
ENSG00000173581,52,41,13,15
ENSG00000063244,77,56,20,24
ENSG00000063245,298,251,148,163
ENSG00000185792,0,0,0,0
ENSG00000223638,0,0,0,0
ENSG00000229292,0,0,0,0
ENSG00000179873,1,3,0,0
ENSG00000160505,0,0,0,0
ENSG00000179709,6,9,3,2
ENSG00000171487,3,1,0,0
ENSG00000142409,26,16,18,35
ENSG00000167685,487,422,81,159
ENSG00000197487,0,0,0,8
ENSG00000197213,0,0,0,0
ENSG00000204532,0,0,0,0
ENSG00000131848,21,37,3,7
ENSG00000018869,17,10,15,7
ENSG00000198440,41,34,2,10
ENSG00000198046,20,23,7,8
ENSG00000196263,201,167,13,46
ENSG00000196867,0,0,2,0
ENSG00000197016,34,126,31,13
ENSG00000197951,10,1,11,2
ENSG00000127903,13,17,0,9
ENSG00000269699,4,6,4,4
ENSG00000198300,58,53,96,76
ENSG00000131864,1,3,0,1
ENSG00000141946,7,9,0,2
ENSG00000258873,0,1,0,0
ENSG00000083844,147,123,44,58
ENSG00000105146,0,0,0,2
ENSG00000204524,27,13,0,2
ENSG00000197714,5,7,14,8
ENSG00000178229,33,25,13,15
ENSG00000131845,0,0,64,8
ENSG00000152433,4,1,59,18
ENSG00000256060,9,7,30,27
ENSG00000268133,2,0,9,5
ENSG00000188785,40,33,10,19
ENSG00000269533,3,1,0,0
ENSG00000268533,11,15,3,2
ENSG00000186272,6,0,4,2
ENSG00000186230,15,16,5,1
ENSG00000268163,46,22,3,4
ENSG00000178201,1,2,3,0
ENSG00000197128,77,44,26,9
ENSG00000105136,78,76,13,27
ENSG00000268107,0,0,3,3
ENSG00000152439,15,20,7,12
ENSG00000121406,23,21,26,18
ENSG00000251369,9,14,6,2
ENSG00000083817,1,1,0,0
ENSG00000171649,6,9,43,1
ENSG00000183647,5,7,30,0
ENSG00000213762,1,1,4,8
ENSG00000121417,6,11,2,6
ENSG00000180532,3,1,0,1
ENSG00000204519,15,11,3,2
ENSG00000269026,0,0,0,8
ENSG00000179909,35,37,5,8
ENSG00000083814,1,0,74,0
ENSG00000152443,28,24,36,27
ENSG00000083828,11,14,30,6
ENSG00000178935,102,92,73,15
ENSG00000268750,0,0,2,7
ENSG00000269343,14,12,68,22
ENSG00000204514,228,232,70,87
ENSG00000198466,216,203,39,68
ENSG00000269476,28,31,23,17
ENSG00000173480,85,69,24,27
ENSG00000196724,0,2,0,1
ENSG00000152454,0,0,0,0
ENSG00000177025,1,0,0,5
ENSG00000166704,35,32,41,69
ENSG00000176293,60,66,3,5
ENSG00000121413,160,135,6,34
ENSG00000181894,49,45,2,5
ENSG00000171606,182,168,9,61
ENSG00000198131,79,64,76,48
ENSG00000278129,103,90,13,20
ENSG00000267216,32,22,58,52
ENSG00000182318,40,25,4,40
ENSG00000121410,2958,2573,5050,3278
ENSG00000174586,17,8,5,6
ENSG00000152475,0,0,4,1
ENSG00000083845,313,304,1598,467
ENSG00000171574,23,21,3,17
ENSG00000131849,38,26,0,3
ENSG00000249471,3,6,0,1
ENSG00000083812,6,3,8,15
ENSG00000083838,11,8,8,15
ENSG00000083807,2608,2313,331,1169
ENSG00000119574,19,19,6,14
ENSG00000130726,62,60,140,152
ENSG00000130724,83,66,288,246
ENSG00000130725,29,31,39,45
ENSG00000099326,71,89,43,18
ENSG00000129824,0,3,422,253
ENSG00000067646,11,12,76,30
ENSG00000099715,39,38,5,4
ENSG00000168757,0,0,0,0
ENSG00000092377,0,0,2,3
ENSG00000233803,0,0,0,0
ENSG00000229549,0,0,0,0
ENSG00000228927,0,0,0,0
ENSG00000258992,0,0,0,0
ENSG00000236424,0,0,0,0
ENSG00000114374,5,5,51,11
ENSG00000067048,5,3,96,89
ENSG00000183878,6,3,7,40
ENSG00000154620,0,1,2,0
ENSG00000129864,0,0,0,0
ENSG00000129862,0,0,0,0
ENSG00000165246,3,4,21,5
ENSG00000172468,1,0,0,0
ENSG00000169953,1,2,0,0
ENSG00000012817,1,4,58,18
ENSG00000198692,18,33,137,102
ENSG00000280969,0,0,3,0
ENSG00000183146,2,0,0,0
ENSG00000242875,0,0,0,0
ENSG00000234414,0,0,0,0
ENSG00000244395,0,0,0,0
ENSG00000242389,0,0,0,0
ENSG00000169807,0,0,0,0
ENSG00000169800,0,0,0,0
ENSG00000226941,0,0,0,0
ENSG00000169789,0,0,0,0
ENSG00000183795,0,0,0,1
ENSG00000187191,0,0,0,0
ENSG00000185894,0,0,0,0
ENSG00000130538,0,0,0,0
ENSG00000198062,1,1,1,0
ENSG00000172967,0,0,0,0
ENSG00000215568,0,0,0,0
ENSG00000177663,75,69,87,59
ENSG00000183307,0,0,0,0
ENSG00000069998,105,76,34,43
ENSG00000093072,35,29,117,46
ENSG00000099954,423,367,21,51
ENSG00000182902,309,291,258,233
ENSG00000131100,65,49,273,141
ENSG00000099968,75,66,247,122
ENSG00000015475,96,115,159,108
ENSG00000243156,242,246,7,128
ENSG00000215193,423,384,126,140
ENSG00000183785,20,25,17,0
ENSG00000184979,5,10,107,33
ENSG00000274252,5,6,6,4
ENSG00000278558,0,0,1,2
ENSG00000275793,0,0,0,0
ENSG00000183628,273,238,141,132
ENSG00000100033,101,85,4,36
ENSG00000070413,71,53,77,76
ENSG00000100056,0,0,46,15
ENSG00000206203,0,0,0,0
ENSG00000100075,299,323,426,875
ENSG00000070371,1,2,0,11
ENSG00000100084,15,19,6,55
ENSG00000242259,60,43,37,63
ENSG00000185608,178,183,306,155
ENSG00000070010,199,162,331,178
ENSG00000093009,0,0,1,1
ENSG00000184113,260,253,247,157
ENSG00000184702,0,1,9,4
ENSG00000203618,0,1,1,4
ENSG00000184058,3,7,12,1
ENSG00000185838,9,13,1,11
ENSG00000215012,75,69,3,59
ENSG00000184470,213,196,204,238
ENSG00000093010,220,183,489,451
ENSG00000099889,145,112,22,56
ENSG00000183597,133,114,62,39
ENSG00000128191,42,49,20,22
ENSG00000099899,16,11,92,84
ENSG00000099901,51,38,208,112
ENSG00000099904,27,26,105,48
ENSG00000234409,0,0,7,0
ENSG00000040608,10,5,43,0
ENSG00000128185,239,215,267,228
ENSG00000161133,0,0,10,3
ENSG00000185252,9,10,4,14
ENSG00000244486,0,0,0,0
ENSG00000277971,0,0,6,0
ENSG00000099910,0,0,45,15
ENSG00000099917,260,241,45,116
ENSG00000241973,284,245,88,114
ENSG00000099937,978,886,938,1274
ENSG00000099940,123,122,241,110
ENSG00000099942,26,22,77,89
ENSG00000183773,0,0,0,5
ENSG00000099949,351,322,43,56
ENSG00000184436,61,55,66,54
ENSG00000099957,4,6,0,1
ENSG00000099960,0,0,0,1
ENSG00000187905,32,18,2,5
ENSG00000133475,20,15,14,7
ENSG00000274600,0,0,0,0
ENSG00000169635,8,9,0,1
ENSG00000183246,0,0,0,0
ENSG00000185651,69,73,351,276
ENSG00000161179,87,83,35,10
ENSG00000161180,0,0,0,0
ENSG00000128228,195,183,834,310
ENSG00000100023,85,66,190,77
ENSG00000100027,75,52,61,75
ENSG00000100030,299,273,282,216
ENSG00000100034,48,36,78,57
ENSG00000100038,43,34,38,28
ENSG00000275004,7,28,0,4
ENSG00000169548,0,0,0,0
ENSG00000185686,0,0,0,1
ENSG00000100121,26,31,18,17
ENSG00000254709,37,34,276,213
ENSG00000100218,0,0,0,0
ENSG00000128266,0,0,0,0
ENSG00000100228,22,23,6,5
ENSG00000186716,74,68,32,69
ENSG00000128322,0,0,12,8
ENSG00000189269,85,87,0,0
ENSG00000159496,13,18,0,8
ENSG00000187792,70,56,7,33
ENSG00000128218,0,0,0,7
ENSG00000169314,142,103,81,79
ENSG00000250479,1461,1253,728,1047
ENSG00000099953,9,12,0,3
ENSG00000099956,176,174,138,36
ENSG00000099958,3,1,3,6
ENSG00000133460,61,71,40,28
ENSG00000251357,1094,976,1976,1814
ENSG00000240972,1295,1147,2451,2160
ENSG00000133433,41,41,6,17
ENSG00000099974,872,808,922,2061
ENSG00000099977,685,657,936,2076
ENSG00000099991,73,103,27,45
ENSG00000099994,0,0,0,20
ENSG00000099998,49,52,207,88
ENSG00000100014,295,280,74,111
ENSG00000258555,278,263,210,101
ENSG00000128271,65,87,159,60
ENSG00000100024,1108,1018,295,918
ENSG00000138867,337,322,441,221
ENSG00000100028,107,93,327,219
ENSG00000100031,189,157,163,44
ENSG00000178026,179,176,14,84
ENSG00000184571,8,9,0,2
ENSG00000167037,27,20,10,9
ENSG00000197077,167,149,176,134
ENSG00000100053,11,13,0,0
ENSG00000244752,0,0,2,0
ENSG00000100068,1,2,0,5
ENSG00000100077,32,33,43,20
ENSG00000133454,0,0,0,0
ENSG00000100095,0,0,2,0
ENSG00000128203,0,0,0,2
ENSG00000100099,229,266,49,54
ENSG00000100104,101,90,286,142
ENSG00000100109,151,129,408,131
ENSG00000128294,249,216,996,502
ENSG00000100122,0,0,0,2
ENSG00000169184,0,1,0,2
ENSG00000180957,93,102,332,172
ENSG00000100154,62,58,96,63
ENSG00000183765,24,18,34,31
ENSG00000100209,52,52,107,51
ENSG00000159873,73,64,65,142
ENSG00000100219,711,685,4873,3467
ENSG00000183579,40,39,106,36
ENSG00000183762,117,79,11,5
ENSG00000186998,0,0,17,9
ENSG00000100263,71,67,196,58
ENSG00000182944,459,500,464,265
ENSG00000185340,0,0,30,35
ENSG00000100276,0,0,0,5
ENSG00000100280,75,61,212,142
ENSG00000128250,0,0,0,1
ENSG00000100285,0,0,0,1
ENSG00000100296,178,176,123,162
ENSG00000184117,682,655,376,529
ENSG00000186575,156,152,103,106
ENSG00000100314,24,21,39,33
ENSG00000100319,51,40,65,59
ENSG00000184076,309,292,509,613
ENSG00000100325,182,131,287,119
ENSG00000100330,108,98,60,32
ENSG00000176635,0,1,0,2
ENSG00000128342,0,0,0,0
ENSG00000099985,0,0,0,0
ENSG00000239282,2,6,3,7
ENSG00000248751,4,9,1,6
ENSG00000099992,74,65,1,17
ENSG00000099995,67,55,214,139
ENSG00000187860,45,36,9,11
ENSG00000099999,27,27,1,16
ENSG00000100003,258,243,101,184
ENSG00000249590,141,100,81,69
ENSG00000242114,29,23,53,27
ENSG00000100012,3,10,1,15
ENSG00000133488,46,35,26,33
ENSG00000214491,24,23,3,9
ENSG00000128242,4,3,0,4
ENSG00000100029,97,85,163,20
ENSG00000185339,51,43,44,48
ENSG00000100036,4,1,4,2
ENSG00000167065,10,11,6,4
ENSG00000184792,50,53,0,2
ENSG00000133422,252,318,30,57
ENSG00000183963,117,117,44,54
ENSG00000198832,37,33,133,72
ENSG00000185133,0,0,0,0
ENSG00000100078,0,0,0,0
ENSG00000138942,23,18,222,203
ENSG00000182541,12,10,246,51
ENSG00000100100,4,5,23,3
ENSG00000100105,13,26,35,70
ENSG00000185721,96,112,161,116
ENSG00000184708,34,21,48,62
ENSG00000198089,113,146,10,15
ENSG00000241878,51,42,106,62
ENSG00000183530,133,120,44,48
ENSG00000100150,85,80,98,35
ENSG00000128245,38,55,418,165
ENSG00000100170,25,22,52,7
ENSG00000205856,0,0,0,0
ENSG00000128253,1,1,0,2
ENSG00000100191,3,8,0,0
ENSG00000128276,0,0,0,0
ENSG00000205853,5,3,1,0
ENSG00000100220,250,247,264,125
ENSG00000100225,299,235,308,273
ENSG00000185666,0,0,1,0
ENSG00000100234,271,250,441,137
ENSG00000133424,46,40,13,41
ENSG00000175329,0,0,0,0
ENSG00000100281,59,64,48,37
ENSG00000100284,139,126,307,132
ENSG00000100292,143,128,511,232
ENSG00000100297,133,128,86,12
ENSG00000100302,0,0,0,0
ENSG00000198125,0,0,0,0
ENSG00000221963,172,151,409,635
ENSG00000128313,0,0,0,3
ENSG00000100320,63,56,161,121
ENSG00000128284,1,3,98,162
ENSG00000100336,16,18,46,33
ENSG00000128335,240,218,168,227
ENSG00000100342,294,277,205,283
ENSG00000100345,214,170,414,376
ENSG00000100348,415,386,393,291
ENSG00000100350,124,114,141,61
ENSG00000100353,75,77,467,123
ENSG00000100360,33,29,37,45
ENSG00000100362,3,4,10,8
ENSG00000100365,0,0,13,9
ENSG00000100368,0,0,6,6
ENSG00000128311,826,726,598,1052
ENSG00000128309,1041,994,840,776
ENSG00000100379,22,17,5,4
ENSG00000187045,105,90,47,122
ENSG00000100385,0,0,0,16
ENSG00000133466,189,185,8,65
ENSG00000278195,0,1,0,0
ENSG00000128340,0,0,111,38
ENSG00000100055,19,13,1,60
ENSG00000166897,0,1,0,0
ENSG00000100060,0,0,56,22
ENSG00000100065,2,9,144,83
ENSG00000128283,472,380,397,216
ENSG00000100079,17,16,6,0
ENSG00000100083,159,160,66,102
ENSG00000100092,81,65,97,212
ENSG00000241360,81,65,95,207
ENSG00000100097,136,124,367,301
ENSG00000273899,6,6,51,37
ENSG00000100101,18,19,40,35
ENSG00000100106,77,81,98,77
ENSG00000189060,440,367,457,273
ENSG00000100116,256,218,145,200
ENSG00000128310,0,0,0,0
ENSG00000100124,154,155,147,92
ENSG00000100129,333,347,1014,335
ENSG00000100139,66,67,41,49
ENSG00000128346,1,0,0,1
ENSG00000100142,149,135,400,191
ENSG00000100146,0,0,0,2
ENSG00000100151,7,8,40,31
ENSG00000100156,0,0,0,0
ENSG00000128298,1,0,0,11
ENSG00000184381,39,35,7,7
ENSG00000185022,146,229,53,14
ENSG00000198792,0,0,109,13
ENSG00000213923,67,54,49,37
ENSG00000168135,0,0,0,1
ENSG00000100196,15,29,146,52
ENSG00000100201,739,687,699,402
ENSG00000100206,24,24,8,10
ENSG00000184949,73,70,8,13
ENSG00000100211,4,10,38,18
ENSG00000100216,149,119,284,173
ENSG00000100221,28,28,91,74
ENSG00000100226,97,128,131,47
ENSG00000100242,371,356,481,182
ENSG00000100246,8,7,46,30
ENSG00000221890,15,7,6,6
ENSG00000183741,8,10,93,42
ENSG00000128383,22,14,6,2
ENSG00000179750,0,0,14,0
ENSG00000244509,20,30,35,37
ENSG00000243811,22,23,7,8
ENSG00000128394,1,4,39,3
ENSG00000239713,11,21,27,11
ENSG00000100298,0,0,0,0
ENSG00000100307,168,174,11,49
ENSG00000100311,0,0,0,28
