Ensembl,Disease_1,Disease_2,Disease_3
ENSG00000255686,0,0,0
ENSG00000270482,0,0,0
ENSG00000275759,0,0,0
ENSG00000275409,1,1,0
ENSG00000281196,2,1,3
ENSG00000248636,2,0,1
ENSG00000278250,2,1,9
ENSG00000278344,0,1,0
ENSG00000241388,52,41,79
ENSG00000274029,1,4,4
ENSG00000258435,0,0,0
ENSG00000256742,0,0,5
ENSG00000212694,12,8,44
ENSG00000272849,3,0,4
ENSG00000274292,5,1,9
ENSG00000255856,0,0,1
ENSG00000256546,3,0,3
ENSG00000257097,0,0,0
ENSG00000275265,0,0,0
ENSG00000274191,0,0,0
ENSG00000256249,1,0,6
ENSG00000206914,0,0,0
ENSG00000256152,5,0,7
ENSG00000207189,0,0,3
ENSG00000256092,9,3,0
ENSG00000247373,143,116,120
ENSG00000255839,0,1,6
ENSG00000275389,2,2,0
ENSG00000256596,0,0,6
ENSG00000214650,2,2,7
ENSG00000249267,58,64,72
ENSG00000256276,0,0,0
ENSG00000275212,0,1,1
ENSG00000255595,0,0,0
ENSG00000214043,0,0,0
ENSG00000256128,0,0,0
ENSG00000249345,0,0,6
ENSG00000256001,8,2,4
ENSG00000278266,5,9,11
ENSG00000255945,0,1,2
ENSG00000256922,0,0,0
ENSG00000256597,2,1,3
ENSG00000256193,20,18,22
ENSG00000256643,0,0,0
ENSG00000274695,0,2,3
ENSG00000251536,7,9,6
ENSG00000214039,2,4,5
ENSG00000256298,1,0,0
ENSG00000256906,6,8,14
ENSG00000276122,0,1,0
ENSG00000250208,3,3,6
ENSG00000256343,0,1,0
ENSG00000256151,1,2,18
ENSG00000204603,0,0,0
ENSG00000230294,0,0,0
ENSG00000249926,0,0,0
ENSG00000255933,0,0,0
ENSG00000256955,6,2,1
ENSG00000255992,0,0,2
ENSG00000256576,0,0,0
ENSG00000256312,0,0,0
ENSG00000277011,0,0,0
ENSG00000274373,0,0,0
ENSG00000250790,20,19,31
ENSG00000246394,3,2,5
ENSG00000279516,0,1,0
ENSG00000236834,0,0,0
ENSG00000229791,2,2,5
ENSG00000275014,0,1,1
ENSG00000275964,21,16,30
ENSG00000224429,5,2,0
ENSG00000244197,0,0,0
ENSG00000276476,0,0,0
ENSG00000262619,6,2,2
ENSG00000262198,1,0,0
ENSG00000229558,0,0,0
ENSG00000232977,4,10,4
ENSG00000227893,12,9,13
ENSG00000205861,3,1,0
ENSG00000228741,0,0,0
ENSG00000261498,0,0,1
ENSG00000243008,0,3,0
ENSG00000275294,15,10,6
ENSG00000273552,0,0,0
ENSG00000260704,6,0,7
ENSG00000242360,0,0,0
ENSG00000278172,0,0,0
ENSG00000224511,3,2,0
ENSG00000238121,9,6,6
ENSG00000275788,2,2,0
ENSG00000237879,0,0,0
ENSG00000236094,0,0,0
ENSG00000278732,4,4,0
ENSG00000270008,12,19,40
ENSG00000277151,9,7,4
ENSG00000236581,13,7,2
ENSG00000227911,3,2,0
ENSG00000230490,13,9,14
ENSG00000234535,0,1,0
ENSG00000232986,3,1,1
ENSG00000271850,0,0,0
ENSG00000273886,0,0,0
ENSG00000261728,0,0,0
ENSG00000275226,14,16,6
ENSG00000274317,4,28,2
ENSG00000223685,0,0,3
ENSG00000273507,0,0,0
ENSG00000215483,8,5,4
ENSG00000277794,4,3,3
ENSG00000241406,0,0,0
ENSG00000233821,3,1,2
ENSG00000233725,2,1,0
ENSG00000226519,0,0,0
ENSG00000230731,3,5,0
ENSG00000277831,0,0,0
ENSG00000237361,6,7,13
ENSG00000276527,0,0,1
ENSG00000235097,5,5,18
ENSG00000223732,1,2,1
ENSG00000265802,0,0,0
ENSG00000223341,0,0,0
ENSG00000170919,120,94,89
ENSG00000228886,0,1,1
ENSG00000251015,1,1,1
ENSG00000235366,1,7,4
ENSG00000240767,0,1,3
ENSG00000231817,1,2,2
ENSG00000228573,0,0,0
ENSG00000260388,9,6,4
ENSG00000231473,0,0,0
ENSG00000277233,0,0,0
ENSG00000199788,2,1,1
ENSG00000277913,3,5,6
ENSG00000277066,2,1,0
ENSG00000274878,2,0,2
ENSG00000273612,1,0,1
ENSG00000277752,1,2,0
ENSG00000275559,0,0,0
ENSG00000276089,1,0,0
ENSG00000273541,8,3,3
ENSG00000229323,0,0,0
ENSG00000226792,1,0,3
ENSG00000206920,0,0,0
ENSG00000281106,0,0,3
ENSG00000217576,8,5,6
ENSG00000271564,2,0,0
ENSG00000278238,0,0,0
ENSG00000235660,0,1,0
ENSG00000273784,1,1,1
ENSG00000273723,0,0,21
ENSG00000241613,1,0,0
ENSG00000234787,3,0,6
ENSG00000277047,3,0,1
ENSG00000278630,0,0,0
ENSG00000274090,0,0,5
ENSG00000277448,5,8,4
ENSG00000265745,0,0,0
ENSG00000237378,0,0,0
ENSG00000219926,0,0,1
ENSG00000272299,1,0,0
ENSG00000227674,33,36,99
ENSG00000281778,0,1,3
ENSG00000237534,1,0,3
ENSG00000235221,2,0,12
ENSG00000226846,1,0,35
ENSG00000224853,0,0,0
ENSG00000228295,0,0,0
ENSG00000235532,9,11,1
ENSG00000226240,0,0,2
ENSG00000261553,108,77,101
ENSG00000243274,0,0,0
ENSG00000278727,0,0,0
ENSG00000236051,74,66,27
ENSG00000233379,0,6,5
ENSG00000227676,0,0,0
ENSG00000260094,0,0,0
ENSG00000233349,0,1,0
ENSG00000226370,0,0,0
ENSG00000226317,0,0,0
ENSG00000228824,10,6,15
ENSG00000272046,0,1,0
ENSG00000232225,0,0,2
ENSG00000234660,0,0,2
ENSG00000226037,0,0,0
ENSG00000236176,0,0,0
ENSG00000261446,3,4,5
ENSG00000231674,7,3,3
ENSG00000215417,0,0,5
ENSG00000238230,0,0,0
ENSG00000227640,0,0,0
ENSG00000223298,0,0,0
ENSG00000247400,3,8,49
ENSG00000242614,0,0,0
ENSG00000272329,0,2,4
ENSG00000222472,0,0,0
ENSG00000228889,21,29,0
ENSG00000201793,5,1,7
ENSG00000280734,192,157,66
ENSG00000280710,0,0,0
ENSG00000234168,3,0,0
ENSG00000274605,107,70,50
ENSG00000272143,21,12,0
ENSG00000276957,0,0,0
ENSG00000234551,0,0,0
ENSG00000233532,0,0,0
ENSG00000230156,0,0,0
ENSG00000274718,0,0,0
ENSG00000275216,33,33,16
ENSG00000236053,5,11,8
ENSG00000229792,0,0,0
ENSG00000275248,1,0,0
ENSG00000275830,0,0,0
ENSG00000276269,3,1,0
ENSG00000265885,0,0,2
ENSG00000255874,8,8,18
ENSG00000277767,6,6,2
ENSG00000204398,2,0,0
ENSG00000215881,0,0,0
ENSG00000260343,0,0,0
ENSG00000223626,4,7,4
ENSG00000277159,7,12,9
ENSG00000197595,0,0,0
ENSG00000274922,18,15,14
ENSG00000267868,0,0,0
ENSG00000272695,15,7,16
ENSG00000226921,0,0,0
ENSG00000274766,0,0,0
ENSG00000229373,0,0,0
ENSG00000260910,0,0,0
ENSG00000257504,0,0,0
ENSG00000258364,0,0,0
ENSG00000258314,0,0,8
ENSG00000277128,0,0,0
ENSG00000257310,0,0,0
ENSG00000274827,8,13,14
ENSG00000273639,0,1,1
ENSG00000273558,2,3,2
ENSG00000259069,0,0,0
ENSG00000257395,0,1,0
ENSG00000258768,23,11,9
ENSG00000258908,106,86,11
ENSG00000199461,0,0,2
ENSG00000258604,27,9,6
ENSG00000258441,18,10,6
ENSG00000274475,2,0,9
ENSG00000248358,0,0,0
ENSG00000251002,8,2,0
ENSG00000259054,0,0,0
ENSG00000259003,0,0,0
ENSG00000258458,0,0,0
ENSG00000157306,76,55,106
ENSG00000274002,0,0,0
ENSG00000259334,2,2,0
ENSG00000225766,36,33,23
ENSG00000259321,13,9,27
ENSG00000276698,14,7,13
ENSG00000257185,0,0,0
ENSG00000258081,9,4,9
ENSG00000258548,6,3,11
ENSG00000257869,3,1,4
ENSG00000258175,0,0,0
ENSG00000186960,17,8,26
ENSG00000257056,0,0,0
ENSG00000257748,0,0,0
ENSG00000258038,1,2,5
ENSG00000258028,1,1,0
ENSG00000257522,0,0,1
ENSG00000248975,6,15,12
ENSG00000258474,0,0,0
ENSG00000278746,4,4,0
ENSG00000259002,1,0,1
ENSG00000275978,6,4,6
ENSG00000259017,80,73,40
ENSG00000257614,10,7,21
ENSG00000259104,7,2,4
ENSG00000258844,1,2,1
ENSG00000259087,2,3,7
ENSG00000258414,0,0,0
ENSG00000258649,0,0,0
ENSG00000259070,1,1,2
ENSG00000258651,0,0,0
ENSG00000258526,0,0,0
ENSG00000258480,0,1,2
ENSG00000251363,0,0,8
ENSG00000258636,0,2,0
ENSG00000259126,0,0,2
ENSG00000258998,0,2,3
ENSG00000260046,0,0,0
ENSG00000257900,7,3,2
ENSG00000258616,0,0,2
ENSG00000258700,0,0,0
ENSG00000259129,7,2,22
ENSG00000276168,185,141,148
ENSG00000277634,0,0,1
ENSG00000278771,43,44,50
ENSG00000274012,175,134,125
ENSG00000278002,0,1,0
ENSG00000274704,4,2,5
ENSG00000214900,70,66,47
ENSG00000201358,1,1,0
ENSG00000251792,1,0,0
ENSG00000259071,27,19,15
ENSG00000258857,0,0,0
ENSG00000259113,0,0,6
ENSG00000201573,0,0,1
ENSG00000243103,3,0,0
ENSG00000258711,29,20,23
ENSG00000258955,0,1,0
ENSG00000258479,0,0,1
ENSG00000258942,0,0,0
ENSG00000258537,0,0,0
ENSG00000258694,0,0,0
ENSG00000258698,1,0,0
ENSG00000237356,1,2,2
ENSG00000225680,0,1,0
ENSG00000235269,0,0,0
ENSG00000258753,0,0,0
ENSG00000258050,5,5,10
ENSG00000258413,2,1,4
ENSG00000278818,0,0,1
ENSG00000200742,0,0,2
ENSG00000258791,2,2,0
ENSG00000259868,0,0,0
ENSG00000277763,0,0,0
ENSG00000258803,0,0,0
ENSG00000258703,0,0,0
ENSG00000248550,5,4,4
ENSG00000243801,2,3,1
ENSG00000258592,2,5,10
ENSG00000279636,16,12,0
ENSG00000252198,1,3,0
ENSG00000258583,1,0,1
ENSG00000258782,3,0,9
ENSG00000258892,2,4,0
ENSG00000250548,0,0,0
ENSG00000232774,88,95,102
ENSG00000258777,8,4,20
ENSG00000258667,0,0,0
ENSG00000258964,17,13,37
ENSG00000259093,1,1,9
ENSG00000258943,4,3,1
ENSG00000258800,2,5,0
ENSG00000274015,4,2,10
ENSG00000255002,4,9,4
ENSG00000258760,3,5,3
ENSG00000258847,2,0,1
ENSG00000258561,8,2,0
ENSG00000196553,29,37,0
ENSG00000199755,2,3,0
ENSG00000243546,0,0,0
ENSG00000206768,11,6,0
ENSG00000276063,0,0,0
ENSG00000258957,0,0,0
ENSG00000258520,3,2,0
ENSG00000259033,0,0,0
ENSG00000257759,4,4,4
ENSG00000259115,15,8,9
ENSG00000245466,0,0,0
ENSG00000240837,0,0,0
ENSG00000258689,0,3,2
ENSG00000259153,0,0,1
ENSG00000275630,8,1,0
ENSG00000274818,0,0,0
ENSG00000269927,16,11,12
ENSG00000269945,19,16,5
ENSG00000242330,0,0,2
ENSG00000266869,1,0,0
ENSG00000241487,1,0,3
ENSG00000251393,9,19,7
ENSG00000258586,1,1,0
ENSG00000239910,1,0,1
ENSG00000258425,1,2,0
ENSG00000258976,0,0,0
ENSG00000273565,0,0,0
ENSG00000259687,0,0,0
ENSG00000258876,0,0,0
ENSG00000258402,10,4,7
ENSG00000259124,0,0,0
ENSG00000258610,63,40,59
ENSG00000258301,92,76,127
ENSG00000266553,2,0,1
ENSG00000246548,6,4,5
ENSG00000258819,1,0,0
ENSG00000240233,1,0,1
ENSG00000258416,0,0,0
ENSG00000258977,0,0,0
ENSG00000205562,0,0,0
ENSG00000258945,0,0,0
ENSG00000258733,0,3,5
ENSG00000258804,0,3,0
ENSG00000258807,9,8,18
ENSG00000259077,0,0,0
ENSG00000258826,2,0,6
ENSG00000258867,161,125,119
ENSG00000259998,0,0,12
ENSG00000258538,6,8,4
ENSG00000274492,2,7,3
ENSG00000207342,0,0,18
ENSG00000277801,46,39,23
ENSG00000259053,2,2,1
ENSG00000258792,9,7,12
ENSG00000200312,5,3,14
ENSG00000275198,11,10,18
ENSG00000233208,0,0,0
ENSG00000258935,0,0,0
ENSG00000258884,2,1,9
ENSG00000258875,14,8,20
ENSG00000260810,0,0,0
ENSG00000258798,0,0,0
ENSG00000258742,0,0,1
ENSG00000175699,0,0,0
ENSG00000258630,1,0,3
ENSG00000258572,9,5,0
ENSG00000258390,0,0,9
ENSG00000258927,0,0,0
ENSG00000270038,0,0,0
ENSG00000187621,19,11,25
ENSG00000259084,11,3,7
ENSG00000250366,0,0,0
ENSG00000227051,11,12,16
ENSG00000258702,11,6,9
ENSG00000246084,1,0,0
ENSG00000197176,0,0,0
ENSG00000246223,19,15,15
ENSG00000241757,0,0,0
ENSG00000259119,1,0,1
ENSG00000247970,0,0,0
ENSG00000258672,0,1,0
ENSG00000258693,0,3,0
ENSG00000258504,25,18,58
ENSG00000243976,0,0,0
ENSG00000259031,0,0,0
ENSG00000214548,132,116,6964
ENSG00000276919,2,3,163
ENSG00000258399,4,1,83
ENSG00000225746,12,11,99
ENSG00000223403,3,1,36
ENSG00000259004,2,1,0
ENSG00000258460,0,0,18
ENSG00000258498,1,2,10
ENSG00000258919,0,0,0
ENSG00000258404,0,0,0
ENSG00000258512,0,0,0
ENSG00000271780,21,11,8
ENSG00000272444,0,0,3
ENSG00000240457,8,2,0
ENSG00000259230,0,0,0
ENSG00000239224,0,0,1
ENSG00000259508,0,0,0
ENSG00000251533,1,1,0
ENSG00000278071,16,16,5
ENSG00000258735,4,5,4
ENSG00000258534,8,5,1
ENSG00000258914,4,0,0
ENSG00000258913,0,0,0
ENSG00000258736,0,1,4
ENSG00000260792,40,17,24
ENSG00000256050,0,0,0
ENSG00000258701,4,8,0
ENSG00000258811,0,0,0
ENSG00000258593,8,6,4
ENSG00000257556,0,0,0
ENSG00000257622,16,14,5
ENSG00000253364,560,408,3629
ENSG00000253701,2,1,0
ENSG00000244620,0,0,3
ENSG00000226777,3,2,0
ENSG00000271201,0,0,0
ENSG00000276210,0,0,0
ENSG00000270816,1,4,66
ENSG00000258410,12,10,6
ENSG00000258654,0,0,0
ENSG00000260409,1,2,5
ENSG00000258710,0,0,0
ENSG00000260986,1,2,0
ENSG00000247765,3,2,3
ENSG00000268531,0,0,0
ENSG00000280724,0,0,0
ENSG00000280709,0,0,0
ENSG00000261621,1,0,0
ENSG00000260959,0,0,0
ENSG00000260760,0,0,0
ENSG00000259905,11,5,3
ENSG00000224078,125,118,442
ENSG00000257647,0,0,6
ENSG00000257151,38,32,92
ENSG00000261069,0,1,31
ENSG00000206187,0,0,0
ENSG00000235160,0,0,0
ENSG00000261480,1,0,2
ENSG00000261649,0,0,1
ENSG00000259647,4,7,7
ENSG00000225930,5,5,12
ENSG00000260693,2,3,14
ENSG00000269930,29,28,32
ENSG00000269974,0,0,0
ENSG00000206846,0,0,0
ENSG00000259448,2,3,2
ENSG00000259772,1,1,13
ENSG00000215304,0,0,2
ENSG00000261064,33,30,33
ENSG00000244952,0,0,0
ENSG00000259721,5,2,3
ENSG00000261304,1,1,1
ENSG00000248079,0,0,0
ENSG00000259639,6,7,13
ENSG00000259245,0,0,0
ENSG00000259395,0,0,0
ENSG00000259737,2,1,1
ENSG00000206676,0,0,0
ENSG00000274444,0,0,0
ENSG00000274216,5,0,2
ENSG00000259434,4,3,0
ENSG00000259225,0,0,0
ENSG00000236914,0,0,0
ENSG00000259380,847,679,673
ENSG00000259747,0,0,1
ENSG00000274281,206,182,174
ENSG00000259345,30,26,28
ENSG00000259278,4,0,0
ENSG00000259423,0,0,4
ENSG00000259450,4,6,0
ENSG00000175746,0,0,1
ENSG00000259447,0,0,0
ENSG00000259580,0,0,0
ENSG00000246863,3,3,2
ENSG00000200305,1,0,0
ENSG00000248508,17,10,18
ENSG00000259584,2,3,2
ENSG00000275636,0,0,0
ENSG00000176753,0,0,0
ENSG00000259198,4,5,7
ENSG00000259330,19,6,2
ENSG00000203573,6,2,5
ENSG00000265814,4,2,4
ENSG00000245849,13,9,3
ENSG00000251161,0,0,0
ENSG00000247556,485,434,331
ENSG00000260814,3,5,1
ENSG00000258461,99,124,105
ENSG00000246283,28,26,10
ENSG00000243871,1,0,0
ENSG00000179523,40,30,41
ENSG00000206957,0,0,5
ENSG00000276121,0,0,0
ENSG00000259187,172,135,39
ENSG00000259681,0,0,0
ENSG00000275709,0,0,0
ENSG00000200419,0,0,1
ENSG00000273972,0,0,0
ENSG00000259200,1,0,0
ENSG00000259235,7,6,0
ENSG00000259469,0,0,1
ENSG00000259700,1,0,0
ENSG00000207105,0,0,1
ENSG00000265942,2,7,0
ENSG00000275580,9,2,1
ENSG00000200605,10,7,0
ENSG00000241175,0,0,0
ENSG00000259715,4,5,16
ENSG00000259618,4,3,3
ENSG00000273674,10,7,10
ENSG00000259240,2,2,4
ENSG00000277677,3,1,2
ENSG00000259438,0,0,0
ENSG00000259327,35,23,29
ENSG00000206995,0,0,0
ENSG00000259577,0,0,0
ENSG00000259203,7,9,10
ENSG00000259237,1,0,0
ENSG00000259669,0,0,0
ENSG00000261771,351,309,145
ENSG00000239703,1,0,0
ENSG00000259941,2,2,1
ENSG00000261823,0,0,0
ENSG00000276524,0,0,0
ENSG00000247982,7,8,7
ENSG00000261265,1,0,0
ENSG00000245975,5,5,3
ENSG00000277144,1,1,1
ENSG00000273958,0,0,0
ENSG00000259616,5,7,5
ENSG00000259675,0,0,1
ENSG00000259284,0,0,11
ENSG00000259697,7,6,10
ENSG00000261296,22,17,1
ENSG00000260957,1,1,0
ENSG00000259727,0,0,0
ENSG00000259672,1,7,1
ENSG00000259459,0,0,0
ENSG00000276651,2,2,0
ENSG00000206781,0,0,0
ENSG00000207223,0,0,0
ENSG00000278737,0,0,0
ENSG00000259471,0,0,0
ENSG00000277152,7,6,0
ENSG00000259437,0,0,0
ENSG00000259289,0,0,0
ENSG00000259673,58,44,52
ENSG00000270964,4,6,4
ENSG00000260657,4,3,10
ENSG00000212766,0,0,10
ENSG00000259222,0,0,0
ENSG00000259504,0,0,0
ENSG00000207395,2,0,0
ENSG00000259215,0,0,0
ENSG00000245750,52,44,1
ENSG00000259457,5,4,0
ENSG00000259641,2,2,8
ENSG00000259703,0,0,0
ENSG00000259503,1,0,1
ENSG00000280639,0,0,15
ENSG00000281264,0,2,0
ENSG00000280515,0,0,8
ENSG00000259532,0,0,0
ENSG00000261423,2,0,3
ENSG00000261187,4,3,3
ENSG00000259783,0,1,0
ENSG00000260672,0,0,0
ENSG00000248540,8,14,12
ENSG00000278348,2,1,6
ENSG00000261775,0,0,3
ENSG00000275527,8,5,0
ENSG00000203411,5,5,12
ENSG00000260274,31,26,7
ENSG00000260269,25,16,19
ENSG00000260288,0,0,1
ENSG00000261043,0,0,0
ENSG00000266308,8,3,4
ENSG00000196274,8,114,10
ENSG00000243365,0,0,2
ENSG00000259652,3,4,1
ENSG00000259362,0,0,0
ENSG00000259420,0,0,0
ENSG00000261244,0,0,0
ENSG00000261403,4,2,6
ENSG00000260988,1,0,1
ENSG00000259234,0,0,1
ENSG00000259548,0,0,0
ENSG00000261229,791,645,312
ENSG00000259967,1,0,1
ENSG00000259417,134,140,164
ENSG00000259361,2,0,2
ENSG00000259495,7,7,12
ENSG00000271983,3,1,2
ENSG00000260619,4,4,0
ENSG00000277782,0,0,0
ENSG00000278029,1,1,0
ENSG00000275995,5,6,0
ENSG00000259372,5,2,0
ENSG00000259543,1,0,0
ENSG00000259594,0,0,2
ENSG00000259692,5,0,12
ENSG00000259445,2,2,2
ENSG00000259518,0,0,0
ENSG00000278202,1,1,4
ENSG00000278013,0,0,0
ENSG00000278422,0,0,0
ENSG00000259774,1,0,4
ENSG00000278785,0,1,0
ENSG00000259551,0,0,0
ENSG00000259244,3,4,2
ENSG00000277578,11,18,5
ENSG00000259761,0,0,0
ENSG00000260305,0,0,0
ENSG00000173867,190,151,107
ENSG00000249487,2,1,1
ENSG00000259676,0,0,0
ENSG00000255571,0,0,2
ENSG00000259685,2,4,1
ENSG00000213471,0,0,0
ENSG00000275345,0,0,1
ENSG00000241869,0,1,0
ENSG00000278514,0,0,0
ENSG00000258551,13,6,10
ENSG00000258954,2,1,2
ENSG00000258765,8,12,17
ENSG00000260337,0,0,0
ENSG00000272298,0,0,0
ENSG00000274215,0,1,0
ENSG00000272888,69,68,56
ENSG00000258888,3,2,0
ENSG00000257060,2,0,2
ENSG00000258909,2,0,2
ENSG00000258754,3,2,0
ENSG00000258476,0,1,0
ENSG00000258785,0,0,0
ENSG00000259724,0,0,0
ENSG00000259331,3,0,0
ENSG00000277654,3,4,3
ENSG00000270017,2,0,0
ENSG00000248441,7,2,4
ENSG00000273923,0,0,0
ENSG00000259134,9,8,17
ENSG00000258489,0,1,2
ENSG00000275016,4,2,14
ENSG00000275443,0,0,3
ENSG00000273771,1,1,0
ENSG00000277135,0,0,2
ENSG00000259359,12,9,1
ENSG00000259763,0,0,1
ENSG00000275322,0,0,0
ENSG00000259275,0,0,0
ENSG00000259542,0,0,0
ENSG00000274079,4,5,7
ENSG00000223120,0,0,0
ENSG00000259485,18,10,8
ENSG00000242863,1,0,0
ENSG00000259664,0,1,0
ENSG00000251209,17,14,12
ENSG00000259870,0,0,0
ENSG00000259478,0,0,0
ENSG00000259611,0,0,0
ENSG00000277987,0,0,0
ENSG00000278090,0,0,1
ENSG00000259590,2,0,3
ENSG00000274294,1,0,4
ENSG00000259363,0,0,3
ENSG00000189419,51,32,5
ENSG00000270127,2,1,0
ENSG00000259579,0,0,0
ENSG00000232386,20,26,28
ENSG00000272808,28,36,40
ENSG00000272639,0,0,0
ENSG00000277210,1,5,0
ENSG00000282793,1,5,1
ENSG00000273585,8,11,2
ENSG00000248893,2,1,2
ENSG00000259553,0,0,1
ENSG00000260803,4,1,3
ENSG00000231439,4,2,6
ENSG00000268836,1,3,7
ENSG00000276984,0,1,0
ENSG00000277142,0,0,0
ENSG00000261659,4,4,0
ENSG00000259840,0,0,0
ENSG00000260807,3,3,7
ENSG00000260496,0,0,0
ENSG00000261713,2,0,10
ENSG00000261720,0,0,0
ENSG00000260532,0,1,15
ENSG00000273551,0,0,0
ENSG00000260710,8,2,0
ENSG00000260646,1,2,5
ENSG00000255198,36,31,15
ENSG00000277602,0,0,0
ENSG00000261790,35,31,14
ENSG00000260107,25,21,6
ENSG00000265386,0,0,0
ENSG00000200059,0,0,0
ENSG00000260260,16,13,5
ENSG00000261532,10,13,11
ENSG00000259780,10,10,7
ENSG00000260778,8,16,15
ENSG00000260874,0,0,3
ENSG00000260176,0,0,0
ENSG00000260565,122,97,16
ENSG00000276791,12,5,2
ENSG00000172460,0,0,0
ENSG00000263280,0,0,0
ENSG00000274367,1,0,0
ENSG00000262152,0,0,2
ENSG00000272079,19,20,3
ENSG00000262370,1,0,3
ENSG00000261889,7,1,8
ENSG00000281005,11,9,9
ENSG00000263212,23,27,14
ENSG00000261938,2,4,0
ENSG00000263105,0,0,0
ENSG00000262468,20,15,6
ENSG00000262686,3,2,1
ENSG00000263955,7,7,5
ENSG00000278700,2,3,6
ENSG00000266994,0,1,0
ENSG00000276096,2,1,5
ENSG00000267072,6,3,9
ENSG00000267070,3,2,1
ENSG00000279877,0,0,0
ENSG00000260411,4,3,5
ENSG00000243954,9,10,0
ENSG00000260979,0,0,0
ENSG00000261392,4,3,1
ENSG00000261617,17,12,10
ENSG00000261397,0,0,0
ENSG00000260071,1,1,9
ENSG00000260362,5,2,0
ENSG00000260756,2,1,1
ENSG00000260468,0,0,1
ENSG00000263033,0,0,3
ENSG00000274505,1,1,1
ENSG00000277369,3,2,7
ENSG00000274834,0,0,0
ENSG00000262801,15,13,11
ENSG00000262267,0,0,0
ENSG00000263234,3,5,6
ENSG00000262097,0,0,0
ENSG00000276564,3,3,2
ENSG00000262454,14,8,14
ENSG00000263257,0,1,0
ENSG00000242430,7,5,12
ENSG00000257264,0,0,0
ENSG00000258354,3,4,7
ENSG00000207425,0,0,1
ENSG00000270580,13,15,1
ENSG00000207294,0,0,0
ENSG00000257391,5,4,7
ENSG00000280206,6,8,0
ENSG00000257366,8,5,4
ENSG00000206706,0,0,0
ENSG00000260126,22,24,12
ENSG00000260945,0,3,2
ENSG00000259929,0,1,0
ENSG00000206927,0,0,0
ENSG00000257563,1,5,10
ENSG00000257527,0,2,0
ENSG00000260550,1,3,0
ENSG00000261357,4,0,3
ENSG00000260430,1,0,1
ENSG00000278389,0,0,0
ENSG00000259925,0,0,0
ENSG00000260201,3,3,0
ENSG00000273956,4,2,0
ENSG00000260306,10,6,0
ENSG00000274460,4,4,4
ENSG00000260973,3,4,2
ENSG00000260905,6,4,5
ENSG00000261090,1,0,2
ENSG00000260136,13,11,22
ENSG00000260072,24,22,18
ENSG00000224310,7,9,10
ENSG00000262155,2,2,0
ENSG00000260448,5,3,8
ENSG00000266166,0,0,1
ENSG00000274925,16,12,12
ENSG00000231876,1,1,1
ENSG00000236481,0,0,0
ENSG00000260580,3,2,3
ENSG00000261045,1,1,0
ENSG00000246465,25,14,22
ENSG00000270118,7,8,3
ENSG00000251417,25,10,25
ENSG00000261067,27,19,26
ENSG00000260517,1,2,0
ENSG00000259807,0,0,0
ENSG00000273582,6,8,0
ENSG00000260953,6,2,0
ENSG00000277999,14,9,2
ENSG00000198106,122,94,19
ENSG00000280607,3,4,4
ENSG00000260219,3,1,0
ENSG00000260899,26,16,4
ENSG00000274848,4,4,8
ENSG00000274678,8,5,10
ENSG00000261487,273,231,81
ENSG00000275263,0,0,0
ENSG00000260911,3,0,1
ENSG00000232748,38,51,48
ENSG00000261474,21,22,8
ENSG00000276867,0,0,0
ENSG00000261541,1,1,5
ENSG00000261569,0,2,3
ENSG00000260158,0,0,0
ENSG00000260141,0,0,1
ENSG00000260626,2,4,3
ENSG00000261200,66,51,104
ENSG00000261466,0,0,1
ENSG00000256642,24,10,2
ENSG00000260854,0,0,0
ENSG00000179755,0,0,0
ENSG00000261566,0,0,0
ENSG00000261800,0,0,0
ENSG00000260958,0,0,0
ENSG00000260857,0,0,0
ENSG00000261512,50,28,38
ENSG00000259821,0,0,0
ENSG00000222767,2,1,0
ENSG00000261231,1,0,1
ENSG00000275909,18,18,16
ENSG00000260086,10,3,5
ENSG00000260052,0,0,0
ENSG00000261623,0,1,3
ENSG00000261751,5,5,7
ENSG00000273829,1,4,2
ENSG00000263082,0,0,0
ENSG00000261241,0,0,0
ENSG00000261637,0,0,1
ENSG00000260605,6,3,0
ENSG00000260620,8,6,9
ENSG00000260850,1,2,0
ENSG00000260268,0,0,0
ENSG00000260975,38,35,35
ENSG00000260887,0,0,1
ENSG00000249231,0,0,0
ENSG00000260963,9,3,9
ENSG00000277639,0,1,0
ENSG00000261804,12,2,5
ENSG00000262714,2,1,3
ENSG00000277559,0,0,5
ENSG00000245694,1,0,7
ENSG00000260135,0,1,4
ENSG00000261997,8,8,6
ENSG00000246379,17,16,12
ENSG00000260823,4,2,0
ENSG00000259923,0,0,0
ENSG00000259827,2592,2145,13
ENSG00000260345,93,81,17
ENSG00000187185,5,6,3
ENSG00000260186,8,3,6
ENSG00000245768,104,76,12
ENSG00000244003,0,2,0
ENSG00000275808,1,1,3
ENSG00000261807,1,3,4
ENSG00000261436,0,0,0
ENSG00000261310,0,0,5
ENSG00000261502,1,3,2
ENSG00000260658,0,0,0
ENSG00000261653,12,5,9
ENSG00000261028,0,1,3
ENSG00000259846,1,0,0
ENSG00000259847,0,0,0
ENSG00000260834,6,0,0
ENSG00000260364,2,0,0
ENSG00000261742,2,3,2
ENSG00000246898,0,0,0
ENSG00000260755,52,48,10
ENSG00000261519,6,3,2
ENSG00000260558,3,8,2
ENSG00000246777,3,3,2
ENSG00000265408,332,278,52
ENSG00000265918,1,0,1
ENSG00000261320,0,0,0
